etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
rxnprod	REACT6756	species83909	1	1	Metabolism
rxnprod	REACT6756	species174369	1	1	Metabolism
modrxn	REACT123992	REACT121060	1	1	Metabolism
inrxn	species29356	REACT121060	1	1	Metabolism
inrxn	species1483256	REACT121060	1	1	Metabolism
rxnprod	REACT121060	species1524021	1	1	Metabolism
rxnprod	REACT121060	species1498740	1	1	Metabolism
modrxn	REACT11296	REACT11112	1	1	Metabolism
inrxn	species113592	REACT11112	1	1	Metabolism
inrxn	species111707	REACT11112	1	1	Metabolism
inrxn	species196786	REACT11112	1	1	Metabolism
rxnprod	REACT11112	species111294	1	1	Metabolism
rxnprod	REACT11112	species76577	1	1	Metabolism
rxnprod	REACT11112	species196834	1	1	Metabolism
inrxn	E6256	REACT19370	1	1	Metabolism
inrxn	species422139	REACT19370	1	1	Metabolism
inrxn	E5465	REACT19370	1	1	Metabolism
rxnprod	REACT19370	REACT20362	1	1	Metabolism
modrxn	REACT5262	REACT2	1	1	Metabolism
inrxn	species29368	REACT2	1	1	Metabolism
inrxn	species29870	REACT2	1	1	Metabolism
inrxn	species29502	REACT2	1	1	Metabolism
rxnprod	REACT2	species71112	1	1	Metabolism
rxnprod	REACT2	species29506	1	1	Metabolism
modrxn	REACT17733	REACT16972	1	1	Metabolism
inrxn	species389664	REACT16972	1	1	Metabolism
inrxn	species389678	REACT16972	1	1	Metabolism
rxnprod	REACT16972	species389680	1	1	Metabolism
rxnprod	REACT16972	species193446	1	1	Metabolism
modrxn	E80347	REACT11222	1	1	Metabolism
inrxn	species113592	REACT11222	1	1	Metabolism
inrxn	species196767	REACT11222	1	1	Metabolism
rxnprod	REACT11222	species111294	1	1	Metabolism
rxnprod	REACT11222	species196778	1	1	Metabolism
modrxn	REACT15591	REACT15546	1	1	Metabolism
inrxn	species209911	REACT15546	1	1	Metabolism
rxnprod	REACT15546	species113528	1	1	Metabolism
rxnprod	REACT15546	species209914	1	1	Metabolism
modrxn	species209979	REACT13628	1	1	Metabolism
inrxn	species29368	REACT13628	1	1	Metabolism
inrxn	species29364	REACT13628	1	1	Metabolism
inrxn	species70106	REACT13628	1	1	Metabolism
inrxn	species209804	REACT13628	1	1	Metabolism
rxnprod	REACT13628	species29366	1	1	Metabolism
rxnprod	REACT13628	species29356	1	1	Metabolism
rxnprod	REACT13628	species209800	1	1	Metabolism
modrxn	species1524155	REACT120780	1	1	Metabolism
inrxn	species29356	REACT120780	1	1	Metabolism
inrxn	species1500646	REACT120780	1	1	Metabolism
rxnprod	REACT120780	species1524021	1	1	Metabolism
rxnprod	REACT120780	species1498722	1	1	Metabolism
modrxn	species1500634	REACT121013	1	1	Metabolism
inrxn	species29356	REACT121013	1	1	Metabolism
inrxn	species1483256	REACT121013	1	1	Metabolism
rxnprod	REACT121013	species1524021	1	1	Metabolism
rxnprod	REACT121013	species1498740	1	1	Metabolism
modrxn	REACT11433	REACT11233	1	1	Metabolism
inrxn	species113592	REACT11233	1	1	Metabolism
inrxn	species196934	REACT11233	1	1	Metabolism
rxnprod	REACT11233	species76577	1	1	Metabolism
rxnprod	REACT11233	species29480	1	1	Metabolism
modrxn	REACT5126	REACT1145	1	1	Metabolism
inrxn	species29368	REACT1145	1	1	Metabolism
inrxn	species31365	REACT1145	1	1	Metabolism
rxnprod	REACT1145	species113528	1	1	Metabolism
rxnprod	REACT1145	species30337	1	1	Metabolism
modrxn	E11001	REACT17058	1	1	Metabolism
inrxn	species389612	REACT17058	1	1	Metabolism
inrxn	species193514	REACT17058	1	1	Metabolism
inrxn	species389573	REACT17058	1	1	Metabolism
rxnprod	REACT17058	species389593	1	1	Metabolism
rxnprod	REACT17058	species389569	1	1	Metabolism
rxnprod	REACT17058	species389620	1	1	Metabolism
modrxn	E6528	REACT15327	1	1	Metabolism
inrxn	species74113	REACT15327	1	1	Metabolism
inrxn	species209818	REACT15327	1	1	Metabolism
rxnprod	REACT15327	species83910	1	1	Metabolism
rxnprod	REACT15327	species209785	1	1	Metabolism
modrxn	E80347	REACT11093	1	1	Metabolism
inrxn	species113592	REACT11093	1	1	Metabolism
inrxn	species196778	REACT11093	1	1	Metabolism
rxnprod	REACT11093	species29370	1	1	Metabolism
rxnprod	REACT11093	species76194	1	1	Metabolism
modrxn	species1524142	REACT121221	1	1	Metabolism
inrxn	species29356	REACT121221	1	1	Metabolism
inrxn	species1483256	REACT121221	1	1	Metabolism
rxnprod	REACT121221	species1524021	1	1	Metabolism
rxnprod	REACT121221	species1498730	1	1	Metabolism
modrxn	REACT17895	REACT17021	1	1	Metabolism
inrxn	species113535	REACT17021	1	1	Metabolism
inrxn	species389537	REACT17021	1	1	Metabolism
inrxn	species389615	REACT17021	1	1	Metabolism
rxnprod	REACT17021	species389536	1	1	Metabolism
rxnprod	REACT17021	species389583	1	1	Metabolism
rxnprod	REACT17021	species389594	1	1	Metabolism
modrxn	REACT3888	REACT557	1	1	Metabolism
inrxn	species29368	REACT557	1	1	Metabolism
inrxn	species30337	REACT557	1	1	Metabolism
rxnprod	REACT557	species31135	1	1	Metabolism
modrxn	REACT4161	REACT690	1	1	Metabolism
inrxn	species29406	REACT690	1	1	Metabolism
inrxn	species29506	REACT690	1	1	Metabolism
rxnprod	REACT690	species29404	1	1	Metabolism
rxnprod	REACT690	species31365	1	1	Metabolism
modrxn	REACT5671	REACT2236	1	1	Metabolism
inrxn	species71112	REACT2236	1	1	Metabolism
rxnprod	REACT2236	species29356	1	1	Metabolism
rxnprod	REACT2236	species71129	1	1	Metabolism
modrxn	E9489	REACT121076	1	1	Metabolism
inrxn	species188458	REACT121076	1	1	Metabolism
inrxn	species1524064	REACT121076	1	1	Metabolism
rxnprod	REACT121076	species1524067	1	1	Metabolism
rxnprod	REACT121076	species1524059	1	1	Metabolism
modrxn	REACT14030	REACT13440	1	1	Metabolism
inrxn	species29356	REACT13440	1	1	Metabolism
inrxn	species265784	REACT13440	1	1	Metabolism
inrxn	species113592	REACT13440	1	1	Metabolism
rxnprod	REACT13440	species265781	1	1	Metabolism
rxnprod	REACT13440	species29372	1	1	Metabolism
rxnprod	REACT13440	species29370	1	1	Metabolism
modrxn	E10478	REACT16948	1	1	Metabolism
inrxn	species113592	REACT16948	1	1	Metabolism
inrxn	species389620	REACT16948	1	1	Metabolism
rxnprod	REACT16948	species389573	1	1	Metabolism
rxnprod	REACT16948	species76577	1	1	Metabolism
modrxn	REACT16014	REACT15372	1	1	Metabolism
inrxn	species351593	REACT15372	1	1	Metabolism
inrxn	species351601	REACT15372	1	1	Metabolism
inrxn	species351595	REACT15372	1	1	Metabolism
rxnprod	REACT15372	species351597	1	1	Metabolism
rxnprod	REACT15372	species351603	1	1	Metabolism
rxnprod	REACT15372	species351599	1	1	Metabolism
modrxn	E5409	REACT15442	1	1	Metabolism
inrxn	species71284	REACT15442	1	1	Metabolism
inrxn	species209789	REACT15442	1	1	Metabolism
rxnprod	REACT15442	species70106	1	1	Metabolism
rxnprod	REACT15442	species71285	1	1	Metabolism
rxnprod	REACT15442	species209794	1	1	Metabolism
modrxn	species1524143	REACT121093	1	1	Metabolism
inrxn	species29356	REACT121093	1	1	Metabolism
inrxn	species426639	REACT121093	1	1	Metabolism
rxnprod	REACT121093	species1524021	1	1	Metabolism
rxnprod	REACT121093	species1498737	1	1	Metabolism
modrxn	species1524107	REACT121263	1	1	Metabolism
inrxn	species29356	REACT121263	1	1	Metabolism
inrxn	E5091	REACT121263	1	1	Metabolism
rxnprod	REACT121263	species1524021	1	1	Metabolism
rxnprod	REACT121263	species1524028	1	1	Metabolism
modrxn	E10682	REACT9999	1	1	Metabolism
inrxn	species194691	REACT9999	1	1	Metabolism
rxnprod	REACT9999	species195691	1	1	Metabolism
modrxn	REACT2695	REACT2132	1	1	Metabolism
inrxn	species113521	REACT2132	1	1	Metabolism
inrxn	species113526	REACT2132	1	1	Metabolism
inrxn	species30176	REACT2132	1	1	Metabolism
rxnprod	REACT2132	species113529	1	1	Metabolism
rxnprod	REACT2132	species29362	1	1	Metabolism
rxnprod	REACT2132	species113552	1	1	Metabolism
rxnprod	REACT2132	species113556	1	1	Metabolism
modrxn	REACT18016	REACT16979	1	1	Metabolism
inrxn	species113535	REACT16979	1	1	Metabolism
inrxn	species141343	REACT16979	1	1	Metabolism
inrxn	species389678	REACT16979	1	1	Metabolism
rxnprod	REACT16979	species113575	1	1	Metabolism
rxnprod	REACT16979	species389819	1	1	Metabolism
modrxn	species1524135	REACT121405	1	1	Metabolism
inrxn	species29356	REACT121405	1	1	Metabolism
inrxn	species1500581	REACT121405	1	1	Metabolism
rxnprod	REACT121405	species1524021	1	1	Metabolism
rxnprod	REACT121405	species1498729	1	1	Metabolism
modrxn	REACT22031	REACT1540	1	1	Metabolism
inrxn	species113521	REACT1540	1	1	Metabolism
inrxn	species113526	REACT1540	1	1	Metabolism
inrxn	species113556	REACT1540	1	1	Metabolism
rxnprod	REACT1540	species113529	1	1	Metabolism
rxnprod	REACT1540	species29362	1	1	Metabolism
rxnprod	REACT1540	species508531	1	1	Metabolism
modrxn	species1524151	REACT120796	1	1	Metabolism
inrxn	species29356	REACT120796	1	1	Metabolism
inrxn	species426639	REACT120796	1	1	Metabolism
rxnprod	REACT120796	species1524021	1	1	Metabolism
rxnprod	REACT120796	species1498733	1	1	Metabolism
modrxn	REACT2695	REACT75	1	1	Metabolism
inrxn	species113529	REACT75	1	1	Metabolism
inrxn	species113600	REACT75	1	1	Metabolism
inrxn	species113594	REACT75	1	1	Metabolism
inrxn	species29444	REACT75	1	1	Metabolism
rxnprod	REACT75	species113521	1	1	Metabolism
rxnprod	REACT75	species113563	1	1	Metabolism
rxnprod	REACT75	species30176	1	1	Metabolism
modrxn	E8605	REACT121088	1	1	Metabolism
inrxn	species29356	REACT121088	1	1	Metabolism
inrxn	E5091	REACT121088	1	1	Metabolism
rxnprod	REACT121088	species1524021	1	1	Metabolism
rxnprod	REACT121088	species975614	1	1	Metabolism
modrxn	species3215272	REACT120924	1	1	Metabolism
inrxn	species113521	REACT120924	1	1	Metabolism
inrxn	species1524042	REACT120924	1	1	Metabolism
rxnprod	REACT120924	species1524085	1	1	Metabolism
rxnprod	REACT120924	species1524047	1	1	Metabolism
modrxn	REACT3643	REACT485	1	1	Metabolism
inrxn	species111355	REACT485	1	1	Metabolism
inrxn	species30158	REACT485	1	1	Metabolism
rxnprod	REACT485	species70919	1	1	Metabolism
rxnprod	REACT485	species29404	1	1	Metabolism
modrxn	REACT3944	REACT1068	1	1	Metabolism
inrxn	species113526	REACT1068	1	1	Metabolism
inrxn	species29938	REACT1068	1	1	Metabolism
rxnprod	REACT1068	species29362	1	1	Metabolism
rxnprod	REACT1068	species113529	1	1	Metabolism
rxnprod	REACT1068	species29376	1	1	Metabolism
rxnprod	REACT1068	species113594	1	1	Metabolism
modrxn	REACT122370	REACT120992	1	1	Metabolism
inrxn	species29356	REACT120992	1	1	Metabolism
inrxn	species2161190	REACT120992	1	1	Metabolism
rxnprod	REACT120992	species2161177	1	1	Metabolism
rxnprod	REACT120992	species29602	1	1	Metabolism
modrxn	E6901	REACT120929	1	1	Metabolism
inrxn	species1524083	REACT120929	1	1	Metabolism
inrxn	species1498773	REACT120929	1	1	Metabolism
rxnprod	REACT120929	species1524089	1	1	Metabolism
rxnprod	REACT120929	species1524072	1	1	Metabolism
modrxn	species1524112	REACT120738	1	1	Metabolism
inrxn	species29356	REACT120738	1	1	Metabolism
inrxn	E5091	REACT120738	1	1	Metabolism
rxnprod	REACT120738	species1524021	1	1	Metabolism
rxnprod	REACT120738	species975614	1	1	Metabolism
modrxn	E1355	REACT163781	1	1	Metabolism
inrxn	species2995328	REACT163781	1	1	Metabolism
rxnprod	REACT163781	species2995348	1	1	Metabolism
modrxn	REACT3312	REACT1282	1	1	Metabolism
inrxn	species113587	REACT1282	1	1	Metabolism
inrxn	species113521	REACT1282	1	1	Metabolism
inrxn	species113559	REACT1282	1	1	Metabolism
rxnprod	REACT1282	species29374	1	1	Metabolism
rxnprod	REACT1282	species29654	1	1	Metabolism
modrxn	species2161183	REACT120830	1	1	Metabolism
inrxn	species76577	REACT120830	1	1	Metabolism
inrxn	species2161185	REACT120830	1	1	Metabolism
rxnprod	REACT120830	species83909	1	1	Metabolism
rxnprod	REACT120830	species2161194	1	1	Metabolism
inrxn	species1498753	REACT120764	1	1	Metabolism
rxnprod	REACT120764	species1524080	1	1	Metabolism
modrxn	REACT122370	REACT121193	1	1	Metabolism
inrxn	species29356	REACT121193	1	1	Metabolism
inrxn	species2161194	REACT121193	1	1	Metabolism
rxnprod	REACT121193	species2161175	1	1	Metabolism
rxnprod	REACT121193	species2161176	1	1	Metabolism
modrxn	E253558	REACT121307	1	1	Metabolism
inrxn	species1500578	REACT121307	1	1	Metabolism
inrxn	species1524069	REACT121307	1	1	Metabolism
rxnprod	REACT121307	species76194	1	1	Metabolism
rxnprod	REACT121307	species1524081	1	1	Metabolism
modrxn	species2995338	REACT163705	1	1	Metabolism
inrxn	species113521	REACT163705	1	1	Metabolism
inrxn	species2162257	REACT163705	1	1	Metabolism
inrxn	species189444	REACT163705	1	1	Metabolism
rxnprod	REACT163705	species2995328	1	1	Metabolism
rxnprod	REACT163705	species159450	1	1	Metabolism
modrxn	E50	REACT1898	1	1	Metabolism
inrxn	species29654	REACT1898	1	1	Metabolism
rxnprod	REACT1898	species29938	1	1	Metabolism
modrxn	REACT121563	REACT121160	1	1	Metabolism
inrxn	species2090080	REACT121160	1	1	Metabolism
inrxn	species1605715	REACT121160	1	1	Metabolism
rxnprod	REACT121160	species2090055	1	1	Metabolism
rxnprod	REACT121160	species1606845	1	1	Metabolism
modrxn	species1524120	REACT120953	1	1	Metabolism
inrxn	species29356	REACT120953	1	1	Metabolism
inrxn	E5091	REACT120953	1	1	Metabolism
rxnprod	REACT120953	species1524021	1	1	Metabolism
rxnprod	REACT120953	species1524028	1	1	Metabolism
modrxn	E9380	REACT16910	1	1	Metabolism
inrxn	species193465	REACT16910	1	1	Metabolism
inrxn	species113602	REACT16910	1	1	Metabolism
inrxn	species389678	REACT16910	1	1	Metabolism
rxnprod	REACT16910	species389822	1	1	Metabolism
rxnprod	REACT16910	species389556	1	1	Metabolism
inrxn	species1524081	REACT121106	1	1	Metabolism
rxnprod	REACT121106	species1524072	1	1	Metabolism
modrxn	species3878115	REACT11137	1	1	Metabolism
inrxn	species113592	REACT11137	1	1	Metabolism
inrxn	species76194	REACT11137	1	1	Metabolism
inrxn	species76168	REACT11137	1	1	Metabolism
rxnprod	REACT11137	species29356	1	1	Metabolism
rxnprod	REACT11137	species111294	1	1	Metabolism
rxnprod	REACT11137	species76577	1	1	Metabolism
rxnprod	REACT11137	species200993	1	1	Metabolism
modrxn	species1524141	REACT120824	1	1	Metabolism
inrxn	species29356	REACT120824	1	1	Metabolism
inrxn	species426639	REACT120824	1	1	Metabolism
rxnprod	REACT120824	species1524021	1	1	Metabolism
rxnprod	REACT120824	species1498733	1	1	Metabolism
modrxn	E253558	REACT121279	1	1	Metabolism
inrxn	species1500578	REACT121279	1	1	Metabolism
inrxn	species1524080	REACT121279	1	1	Metabolism
rxnprod	REACT121279	species76194	1	1	Metabolism
rxnprod	REACT121279	species1524069	1	1	Metabolism
modrxn	REACT18016	REACT17020	1	1	Metabolism
inrxn	species113535	REACT17020	1	1	Metabolism
inrxn	species389822	REACT17020	1	1	Metabolism
rxnprod	REACT17020	species113575	1	1	Metabolism
rxnprod	REACT17020	species389678	1	1	Metabolism
modrxn	REACT21987	REACT2065	1	1	Metabolism
inrxn	species508531	REACT2065	1	1	Metabolism
inrxn	species113594	REACT2065	1	1	Metabolism
rxnprod	REACT2065	species70951	1	1	Metabolism
rxnprod	REACT2065	species113552	1	1	Metabolism
modrxn	E6309	REACT10092	1	1	Metabolism
inrxn	species29368	REACT10092	1	1	Metabolism
inrxn	species70106	REACT10092	1	1	Metabolism
inrxn	species29364	REACT10092	1	1	Metabolism
inrxn	species195691	REACT10092	1	1	Metabolism
rxnprod	REACT10092	species29356	1	1	Metabolism
rxnprod	REACT10092	species29366	1	1	Metabolism
rxnprod	REACT10092	species195655	1	1	Metabolism
modrxn	REACT3127	REACT1667	1	1	Metabolism
inrxn	species113536	REACT1667	1	1	Metabolism
rxnprod	REACT1667	species113588	1	1	Metabolism
modrxn	REACT21733	REACT21325	1	1	Metabolism
inrxn	species113521	REACT21325	1	1	Metabolism
inrxn	species374064	REACT21325	1	1	Metabolism
rxnprod	REACT21325	species374061	1	1	Metabolism
rxnprod	REACT21325	species113585	1	1	Metabolism
modrxn	REACT5440	REACT629	1	1	Metabolism
inrxn	species70958	REACT629	1	1	Metabolism
inrxn	species113548	REACT629	1	1	Metabolism
inrxn	species113581	REACT629	1	1	Metabolism
rxnprod	REACT629	species29374	1	1	Metabolism
rxnprod	REACT629	species113536	1	1	Metabolism
rxnprod	REACT629	species113593	1	1	Metabolism
modrxn	REACT122109	REACT121167	1	1	Metabolism
inrxn	species113521	REACT121167	1	1	Metabolism
inrxn	species1498773	REACT121167	1	1	Metabolism
rxnprod	REACT121167	species1524085	1	1	Metabolism
rxnprod	REACT121167	species1498753	1	1	Metabolism
modrxn	species1524157	REACT120765	1	1	Metabolism
inrxn	species29356	REACT120765	1	1	Metabolism
inrxn	species1500646	REACT120765	1	1	Metabolism
rxnprod	REACT120765	species1524021	1	1	Metabolism
rxnprod	REACT120765	species1498724	1	1	Metabolism
modrxn	REACT11471	REACT2172	1	1	Metabolism
inrxn	species113526	REACT2172	1	1	Metabolism
inrxn	species113544	REACT2172	1	1	Metabolism
rxnprod	REACT2172	species113529	1	1	Metabolism
rxnprod	REACT2172	species29362	1	1	Metabolism
rxnprod	REACT2172	species113587	1	1	Metabolism
inrxn	species1498773	REACT120921	1	1	Metabolism
rxnprod	REACT120921	species1524069	1	1	Metabolism
modrxn	REACT17927	REACT17049	1	1	Metabolism
inrxn	species113535	REACT17049	1	1	Metabolism
inrxn	species141343	REACT17049	1	1	Metabolism
inrxn	species193446	REACT17049	1	1	Metabolism
rxnprod	REACT17049	species389843	1	1	Metabolism
rxnprod	REACT17049	species113575	1	1	Metabolism
rxnprod	REACT17049	species389678	1	1	Metabolism
modrxn	REACT121411	REACT120775	1	1	Metabolism
inrxn	species1524038	REACT120775	1	1	Metabolism
inrxn	species1498773	REACT120775	1	1	Metabolism
rxnprod	REACT120775	species29374	1	1	Metabolism
rxnprod	REACT120775	species1524072	1	1	Metabolism
inrxn	E2638	REACT13585	1	1	Metabolism
inrxn	species209762	REACT13585	1	1	Metabolism
rxnprod	REACT13585	REACT14420	1	1	Metabolism
modrxn	REACT21885	REACT1656	1	1	Metabolism
inrxn	species113521	REACT1656	1	1	Metabolism
inrxn	species113588	REACT1656	1	1	Metabolism
rxnprod	REACT1656	species113544	1	1	Metabolism
modrxn	E138050	REACT121010	1	1	Metabolism
inrxn	species2090040	REACT121010	1	1	Metabolism
inrxn	species76183	REACT121010	1	1	Metabolism
rxnprod	REACT121010	species2090069	1	1	Metabolism
rxnprod	REACT121010	species76194	1	1	Metabolism
modrxn	species1500579	REACT121195	1	1	Metabolism
inrxn	species29356	REACT121195	1	1	Metabolism
inrxn	species1500594	REACT121195	1	1	Metabolism
rxnprod	REACT121195	species1524021	1	1	Metabolism
rxnprod	REACT121195	species1500596	1	1	Metabolism
modrxn	species482610	REACT21273	1	1	Metabolism
inrxn	species29370	REACT21273	1	1	Metabolism
inrxn	species482625	REACT21273	1	1	Metabolism
rxnprod	REACT21273	species113592	1	1	Metabolism
rxnprod	REACT21273	species482627	1	1	Metabolism
modrxn	REACT123992	REACT121105	1	1	Metabolism
inrxn	species29356	REACT121105	1	1	Metabolism
inrxn	species1500646	REACT121105	1	1	Metabolism
rxnprod	REACT121105	species1524021	1	1	Metabolism
rxnprod	REACT121105	species1498724	1	1	Metabolism
modrxn	E8398	REACT120786	1	1	Metabolism
inrxn	species113521	REACT120786	1	1	Metabolism
inrxn	species1524072	REACT120786	1	1	Metabolism
rxnprod	REACT120786	species1524085	1	1	Metabolism
rxnprod	REACT120786	species1498773	1	1	Metabolism
modrxn	E6901	REACT121265	1	1	Metabolism
inrxn	E5091	REACT121265	1	1	Metabolism
inrxn	species1498773	REACT121265	1	1	Metabolism
rxnprod	REACT121265	species1524079	1	1	Metabolism
rxnprod	REACT121265	species1524072	1	1	Metabolism
modrxn	species482610	REACT21416	1	1	Metabolism
inrxn	species113592	REACT21416	1	1	Metabolism
inrxn	species482627	REACT21416	1	1	Metabolism
rxnprod	REACT21416	species29370	1	1	Metabolism
rxnprod	REACT21416	species482625	1	1	Metabolism
inrxn	REACT7057	REACT6813	1	1	Metabolism
rxnprod	REACT6813	REACT7358	1	1	Metabolism
modrxn	REACT152122	REACT150277	1	1	Metabolism
inrxn	species29356	REACT150277	1	1	Metabolism
inrxn	species2509836	REACT150277	1	1	Metabolism
rxnprod	REACT150277	species111294	1	1	Metabolism
rxnprod	REACT150277	species29602	1	1	Metabolism
modrxn	REACT152122	REACT150195	1	1	Metabolism
inrxn	species29356	REACT150195	1	1	Metabolism
inrxn	species2509848	REACT150195	1	1	Metabolism
rxnprod	REACT150195	species111294	1	1	Metabolism
rxnprod	REACT150195	species111584	1	1	Metabolism
modrxn	E6448	REACT121274	1	1	Metabolism
inrxn	species2090072	REACT121274	1	1	Metabolism
inrxn	species1605715	REACT121274	1	1	Metabolism
rxnprod	REACT121274	species2090040	1	1	Metabolism
rxnprod	REACT121274	species1606845	1	1	Metabolism
modrxn	REACT3520	REACT580	1	1	Metabolism
inrxn	species113593	REACT580	1	1	Metabolism
inrxn	species29376	REACT580	1	1	Metabolism
inrxn	species70843	REACT580	1	1	Metabolism
rxnprod	REACT580	species113548	1	1	Metabolism
rxnprod	REACT580	species113581	1	1	Metabolism
rxnprod	REACT580	species71019	1	1	Metabolism
modrxn	E6901	REACT121044	1	1	Metabolism
inrxn	species1524079	REACT121044	1	1	Metabolism
inrxn	species1524072	REACT121044	1	1	Metabolism
rxnprod	REACT121044	E5091	1	1	Metabolism
rxnprod	REACT121044	species1498773	1	1	Metabolism
inrxn	species70689	REACT13759	1	1	Metabolism
inrxn	species350592	REACT13759	1	1	Metabolism
rxnprod	REACT13759	REACT14017	1	1	Metabolism
modrxn	E3425	REACT120763	1	1	Metabolism
inrxn	species2090033	REACT120763	1	1	Metabolism
inrxn	species1605715	REACT120763	1	1	Metabolism
rxnprod	REACT120763	species2090072	1	1	Metabolism
rxnprod	REACT120763	species1678617	1	1	Metabolism
modrxn	REACT152122	REACT150247	1	1	Metabolism
inrxn	species29356	REACT150247	1	1	Metabolism
inrxn	species2509835	REACT150247	1	1	Metabolism
rxnprod	REACT150247	species111294	1	1	Metabolism
rxnprod	REACT150247	species109330	1	1	Metabolism
modrxn	species469656	REACT22210	1	1	Metabolism
inrxn	species70106	REACT22210	1	1	Metabolism
inrxn	species29364	REACT22210	1	1	Metabolism
inrxn	species193057	REACT22210	1	1	Metabolism
rxnprod	REACT22210	species29366	1	1	Metabolism
rxnprod	REACT22210	species469662	1	1	Metabolism
modrxn	REACT5646	REACT1865	1	1	Metabolism
inrxn	species113526	REACT1865	1	1	Metabolism
inrxn	species29374	REACT1865	1	1	Metabolism
inrxn	species70951	REACT1865	1	1	Metabolism
rxnprod	REACT1865	species29362	1	1	Metabolism
rxnprod	REACT1865	species29376	1	1	Metabolism
rxnprod	REACT1865	species70955	1	1	Metabolism
modrxn	REACT161342	REACT19	1	1	Metabolism
inrxn	species71009	REACT19	1	1	Metabolism
rxnprod	REACT19	species70958	1	1	Metabolism
modrxn	species350846	REACT15469	1	1	Metabolism
inrxn	species70106	REACT15469	1	1	Metabolism
inrxn	species29364	REACT15469	1	1	Metabolism
inrxn	species209937	REACT15469	1	1	Metabolism
rxnprod	REACT15469	species209785	1	1	Metabolism
rxnprod	REACT15469	species29366	1	1	Metabolism
rxnprod	REACT15469	species176667	1	1	Metabolism
modrxn	species1678680	REACT120961	1	1	Metabolism
inrxn	species2076639	REACT120961	1	1	Metabolism
inrxn	species109276	REACT120961	1	1	Metabolism
rxnprod	REACT120961	species2090023	1	1	Metabolism
rxnprod	REACT120961	species2090076	1	1	Metabolism
inrxn	species70689	REACT13453	1	1	Metabolism
inrxn	E1728	REACT13453	1	1	Metabolism
rxnprod	REACT13453	REACT14566	1	1	Metabolism
modrxn	species1500579	REACT121017	1	1	Metabolism
inrxn	species29356	REACT121017	1	1	Metabolism
inrxn	species1500596	REACT121017	1	1	Metabolism
rxnprod	REACT121017	species1524021	1	1	Metabolism
rxnprod	REACT121017	species1498728	1	1	Metabolism
inrxn	species350136	REACT13792	1	1	Metabolism
rxnprod	REACT13792	species209804	1	1	Metabolism
modrxn	E1591	REACT13667	1	1	Metabolism
inrxn	species29368	REACT13667	1	1	Metabolism
inrxn	species70106	REACT13667	1	1	Metabolism
inrxn	species29364	REACT13667	1	1	Metabolism
inrxn	species209800	REACT13667	1	1	Metabolism
rxnprod	REACT13667	species29356	1	1	Metabolism
rxnprod	REACT13667	species29366	1	1	Metabolism
rxnprod	REACT13667	species350159	1	1	Metabolism
inrxn	REACT14699	REACT13530	1	1	Metabolism
rxnprod	REACT13530	REACT14090	1	1	Metabolism
modrxn	E84693	REACT1909	1	1	Metabolism
inrxn	species71019	REACT1909	1	1	Metabolism
rxnprod	REACT1909	species71009	1	1	Metabolism
inrxn	REACT7115	REACT6951	1	1	Metabolism
rxnprod	REACT6951	REACT7201	1	1	Metabolism
rxnprod	REACT6951	E3949	1	1	Metabolism
modrxn	E7173	REACT15539	1	1	Metabolism
inrxn	species351626	REACT15539	1	1	Metabolism
inrxn	species351627	REACT15539	1	1	Metabolism
inrxn	species351629	REACT15539	1	1	Metabolism
inrxn	species209818	REACT15539	1	1	Metabolism
rxnprod	REACT15539	species351628	1	1	Metabolism
rxnprod	REACT15539	species109276	1	1	Metabolism
rxnprod	REACT15539	species351630	1	1	Metabolism
modrxn	E6888	REACT479	1	1	Metabolism
inrxn	species29578	REACT479	1	1	Metabolism
inrxn	species29882	REACT479	1	1	Metabolism
rxnprod	REACT479	species29878	1	1	Metabolism
rxnprod	REACT479	species29512	1	1	Metabolism
modrxn	REACT3387	REACT1811	1	1	Metabolism
inrxn	species29878	REACT1811	1	1	Metabolism
inrxn	species29790	REACT1811	1	1	Metabolism
rxnprod	REACT1811	species29512	1	1	Metabolism
rxnprod	REACT1811	species29578	1	1	Metabolism
modrxn	REACT5285	REACT1332	1	1	Metabolism
inrxn	species113592	REACT1332	1	1	Metabolism
inrxn	species500201	REACT1332	1	1	Metabolism
rxnprod	REACT1332	species29370	1	1	Metabolism
rxnprod	REACT1332	species500199	1	1	Metabolism
modrxn	E22934	REACT2033	1	1	Metabolism
inrxn	species29732	REACT2033	1	1	Metabolism
rxnprod	REACT2033	species73578	1	1	Metabolism
modrxn	E1735	REACT15528	1	1	Metabolism
inrxn	species70106	REACT15528	1	1	Metabolism
inrxn	species29364	REACT15528	1	1	Metabolism
inrxn	species209937	REACT15528	1	1	Metabolism
rxnprod	REACT15528	species29366	1	1	Metabolism
rxnprod	REACT15528	species209785	1	1	Metabolism
rxnprod	REACT15528	species176667	1	1	Metabolism
modrxn	REACT21603	REACT611	1	1	Metabolism
inrxn	species29366	REACT611	1	1	Metabolism
inrxn	species29996	REACT611	1	1	Metabolism
rxnprod	REACT611	species70106	1	1	Metabolism
rxnprod	REACT611	species29364	1	1	Metabolism
rxnprod	REACT611	species113528	1	1	Metabolism
rxnprod	REACT611	species29732	1	1	Metabolism
modrxn	E25796	REACT2072	1	1	Metabolism
inrxn	species29356	REACT2072	1	1	Metabolism
inrxn	species31467	REACT2072	1	1	Metabolism
