etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
inrxn	REACT4330	REACT928	1	1	Gene Expression
rxnprod	REACT928	E1964	1	1	Gene Expression
rxnprod	REACT928	REACT2629	1	1	Gene Expression
rxnprod	REACT928	REACT5094	1	1	Gene Expression
inrxn	REACT4081	REACT373	1	1	Gene Expression
rxnprod	REACT373	E54700	1	1	Gene Expression
rxnprod	REACT373	REACT5158	1	1	Gene Expression
inrxn	REACT10792	REACT10010	1	1	Gene Expression
rxnprod	REACT10010	REACT10264	1	1	Gene Expression
rxnprod	REACT10010	REACT10714	1	1	Gene Expression
rxnprod	REACT10010	E10073	1	1	Gene Expression
inrxn	REACT5473	REACT1554	1	1	Gene Expression
rxnprod	REACT1554	REACT2680	1	1	Gene Expression
inrxn	E64750	REACT121396	1	1	Gene Expression
inrxn	REACT122238	REACT121396	1	1	Gene Expression
rxnprod	REACT121396	REACT121618	1	1	Gene Expression
inrxn	REACT10849	REACT10069	1	1	Gene Expression
rxnprod	REACT10069	REACT3506	1	1	Gene Expression
rxnprod	REACT10069	E51808	1	1	Gene Expression
rxnprod	REACT10069	REACT10232	1	1	Gene Expression
modrxn	REACT121618	REACT120960	1	1	Gene Expression
inrxn	species68524	REACT120960	1	1	Gene Expression
inrxn	REACT121618	REACT120960	1	1	Gene Expression
rxnprod	REACT120960	REACT125159	1	1	Gene Expression
rxnprod	REACT120960	E64750	1	1	Gene Expression
rxnprod	REACT120960	E4089	1	1	Gene Expression
inrxn	E65109	REACT1935	1	1	Gene Expression
inrxn	REACT2680	REACT1935	1	1	Gene Expression
rxnprod	REACT1935	REACT5191	1	1	Gene Expression
inrxn	REACT2456	REACT1354	1	1	Gene Expression
inrxn	REACT4168	REACT1354	1	1	Gene Expression
rxnprod	REACT1354	REACT3677	1	1	Gene Expression
modrxn	REACT3832	REACT1844	1	1	Gene Expression
inrxn	species29358	REACT1844	1	1	Gene Expression
inrxn	REACT5734	REACT1844	1	1	Gene Expression
rxnprod	REACT1844	species113550	1	1	Gene Expression
rxnprod	REACT1844	species113582	1	1	Gene Expression
rxnprod	REACT1844	REACT4930	1	1	Gene Expression
modrxn	species72617	REACT656	1	1	Gene Expression
inrxn	E1983	REACT656	1	1	Gene Expression
inrxn	REACT5135	REACT656	1	1	Gene Expression
inrxn	E1964	REACT656	1	1	Gene Expression
inrxn	species72617	REACT656	1	1	Gene Expression
inrxn	REACT5152	REACT656	1	1	Gene Expression
rxnprod	REACT656	E1983	1	1	Gene Expression
rxnprod	REACT656	REACT5135	1	1	Gene Expression
rxnprod	REACT656	E1964	1	1	Gene Expression
rxnprod	REACT656	species72617	1	1	Gene Expression
rxnprod	REACT656	REACT5152	1	1	Gene Expression
inrxn	species927734	REACT75753	1	1	Gene Expression
inrxn	REACT76062	REACT75753	1	1	Gene Expression
inrxn	REACT76510	REACT75753	1	1	Gene Expression
rxnprod	REACT75753	REACT76647	1	1	Gene Expression
modrxn	REACT15848	REACT15537	1	1	Gene Expression
inrxn	species113593	REACT15537	1	1	Gene Expression
inrxn	species379747	REACT15537	1	1	Gene Expression
inrxn	species29444	REACT15537	1	1	Gene Expression
rxnprod	REACT15537	species159450	1	1	Gene Expression
rxnprod	REACT15537	species159448	1	1	Gene Expression
rxnprod	REACT15537	species379795	1	1	Gene Expression
inrxn	REACT2984	REACT1331	1	1	Gene Expression
rxnprod	REACT1331	REACT4593	1	1	Gene Expression
rxnprod	REACT1331	REACT3239	1	1	Gene Expression
rxnprod	REACT1331	E5725	1	1	Gene Expression
rxnprod	REACT1331	E5094	1	1	Gene Expression
rxnprod	REACT1331	E5093	1	1	Gene Expression
rxnprod	REACT1331	E3192	1	1	Gene Expression
rxnprod	REACT1331	E10236	1	1	Gene Expression
rxnprod	REACT1331	E4670	1	1	Gene Expression
rxnprod	REACT1331	E3191	1	1	Gene Expression
rxnprod	REACT1331	E3190	1	1	Gene Expression
rxnprod	REACT1331	E3188	1	1	Gene Expression
rxnprod	REACT1331	E3187	1	1	Gene Expression
rxnprod	REACT1331	E27316	1	1	Gene Expression
rxnprod	REACT1331	E3185	1	1	Gene Expression
rxnprod	REACT1331	E3184	1	1	Gene Expression
rxnprod	REACT1331	E3183	1	1	Gene Expression
rxnprod	REACT1331	E220988	1	1	Gene Expression
rxnprod	REACT1331	E3181	1	1	Gene Expression
rxnprod	REACT1331	E3178	1	1	Gene Expression
rxnprod	REACT1331	E10949	1	1	Gene Expression
rxnprod	REACT1331	REACT5472	1	1	Gene Expression
modrxn	E23438	REACT15376	1	1	Gene Expression
inrxn	species113593	REACT15376	1	1	Gene Expression
inrxn	species379752	REACT15376	1	1	Gene Expression
inrxn	species379695	REACT15376	1	1	Gene Expression
rxnprod	REACT15376	species159450	1	1	Gene Expression
rxnprod	REACT15376	species159448	1	1	Gene Expression
rxnprod	REACT15376	species379764	1	1	Gene Expression
modrxn	species350078	REACT2113	1	1	Gene Expression
inrxn	species113560	REACT2113	1	1	Gene Expression
inrxn	REACT3015	REACT2113	1	1	Gene Expression
rxnprod	REACT2113	species2485002	1	1	Gene Expression
rxnprod	REACT2113	REACT4702	1	1	Gene Expression
modrxn	REACT4330	REACT552	1	1	Gene Expression
inrxn	REACT5558	REACT552	1	1	Gene Expression
rxnprod	REACT552	species29372	1	1	Gene Expression
rxnprod	REACT552	REACT5872	1	1	Gene Expression
rxnprod	REACT552	REACT3365	1	1	Gene Expression
modrxn	REACT15712	REACT15501	1	1	Gene Expression
inrxn	species113593	REACT15501	1	1	Gene Expression
inrxn	species379761	REACT15501	1	1	Gene Expression
inrxn	species379732	REACT15501	1	1	Gene Expression
rxnprod	REACT15501	species159450	1	1	Gene Expression
rxnprod	REACT15501	species159448	1	1	Gene Expression
rxnprod	REACT15501	species379777	1	1	Gene Expression
inrxn	REACT3329	REACT105	1	1	Gene Expression
inrxn	REACT4702	REACT105	1	1	Gene Expression
rxnprod	REACT105	REACT5418	1	1	Gene Expression
modrxn	E57038	REACT15544	1	1	Gene Expression
inrxn	species113593	REACT15544	1	1	Gene Expression
inrxn	species379727	REACT15544	1	1	Gene Expression
inrxn	species374064	REACT15544	1	1	Gene Expression
rxnprod	REACT15544	species159450	1	1	Gene Expression
rxnprod	REACT15544	species159448	1	1	Gene Expression
rxnprod	REACT15544	species379708	1	1	Gene Expression
modrxn	E79731	REACT15340	1	1	Gene Expression
inrxn	species113593	REACT15340	1	1	Gene Expression
inrxn	species379699	REACT15340	1	1	Gene Expression
inrxn	species379703	REACT15340	1	1	Gene Expression
rxnprod	REACT15340	species159450	1	1	Gene Expression
rxnprod	REACT15340	species159448	1	1	Gene Expression
rxnprod	REACT15340	species379718	1	1	Gene Expression
modrxn	REACT3047	REACT67	1	1	Gene Expression
inrxn	species29438	REACT67	1	1	Gene Expression
inrxn	REACT3047	REACT67	1	1	Gene Expression
inrxn	REACT5872	REACT67	1	1	Gene Expression
rxnprod	REACT67	REACT3513	1	1	Gene Expression
rxnprod	REACT67	REACT3385	1	1	Gene Expression
modrxn	REACT4330	REACT1227	1	1	Gene Expression
inrxn	REACT3365	REACT1227	1	1	Gene Expression
rxnprod	REACT1227	REACT5024	1	1	Gene Expression
inrxn	E6908	REACT934	1	1	Gene Expression
inrxn	E79101	REACT934	1	1	Gene Expression
inrxn	E9013	REACT934	1	1	Gene Expression
inrxn	E9014	REACT934	1	1	Gene Expression
inrxn	E9015	REACT934	1	1	Gene Expression
rxnprod	REACT934	REACT3015	1	1	Gene Expression
modrxn	REACT15709	REACT15437	1	1	Gene Expression
inrxn	species113593	REACT15437	1	1	Gene Expression
inrxn	species379715	REACT15437	1	1	Gene Expression
inrxn	species113553	REACT15437	1	1	Gene Expression
rxnprod	REACT15437	species159450	1	1	Gene Expression
rxnprod	REACT15437	species159448	1	1	Gene Expression
rxnprod	REACT15437	species379698	1	1	Gene Expression
inrxn	REACT2807	REACT1937	1	1	Gene Expression
inrxn	REACT3062	REACT1937	1	1	Gene Expression
inrxn	REACT5024	REACT1937	1	1	Gene Expression
rxnprod	REACT1937	species29372	1	1	Gene Expression
rxnprod	REACT1937	REACT5865	1	1	Gene Expression
rxnprod	REACT1937	REACT5872	1	1	Gene Expression
rxnprod	REACT1937	REACT4835	1	1	Gene Expression
inrxn	REACT4039	REACT1173	1	1	Gene Expression
inrxn	E54700	REACT1173	1	1	Gene Expression
rxnprod	REACT1173	REACT2755	1	1	Gene Expression
inrxn	species37001	REACT1242	1	1	Gene Expression
inrxn	REACT3513	REACT1242	1	1	Gene Expression
rxnprod	REACT1242	REACT3062	1	1	Gene Expression
modrxn	species3907260	REACT90	1	1	Gene Expression
inrxn	species29438	REACT90	1	1	Gene Expression
inrxn	E1915	REACT90	1	1	Gene Expression
rxnprod	REACT90	REACT3513	1	1	Gene Expression
inrxn	E1937	REACT1395	1	1	Gene Expression
inrxn	E1936	REACT1395	1	1	Gene Expression
inrxn	E1933	REACT1395	1	1	Gene Expression
rxnprod	REACT1395	REACT3047	1	1	Gene Expression
inrxn	species29438	REACT77	1	1	Gene Expression
inrxn	REACT5135	REACT77	1	1	Gene Expression
rxnprod	REACT77	REACT3909	1	1	Gene Expression
inrxn	REACT3832	REACT139	1	1	Gene Expression
inrxn	REACT2755	REACT139	1	1	Gene Expression
inrxn	REACT5418	REACT139	1	1	Gene Expression
rxnprod	REACT139	REACT4081	1	1	Gene Expression
inrxn	REACT7382	REACT121012	1	1	Gene Expression
inrxn	E51592	REACT121012	1	1	Gene Expression
rxnprod	REACT121012	REACT122570	1	1	Gene Expression
modrxn	REACT2642	REACT1914	1	1	Gene Expression
inrxn	REACT5472	REACT1914	1	1	Gene Expression
rxnprod	REACT1914	REACT3503	1	1	Gene Expression
rxnprod	REACT1914	REACT3772	1	1	Gene Expression
rxnprod	REACT1914	REACT4896	1	1	Gene Expression
rxnprod	REACT1914	REACT3092	1	1	Gene Expression
inrxn	REACT4537	REACT2075	1	1	Gene Expression
inrxn	REACT3062	REACT2075	1	1	Gene Expression
rxnprod	REACT2075	REACT5558	1	1	Gene Expression
modrxn	REACT20697	REACT20606	1	1	Gene Expression
inrxn	species29356	REACT20606	1	1	Gene Expression
inrxn	REACT21129	REACT20606	1	1	Gene Expression
rxnprod	REACT20606	species76577	1	1	Gene Expression
rxnprod	REACT20606	REACT20682	1	1	Gene Expression
modrxn	E5859	REACT15363	1	1	Gene Expression
inrxn	species113593	REACT15363	1	1	Gene Expression
inrxn	species379740	REACT15363	1	1	Gene Expression
inrxn	species113522	REACT15363	1	1	Gene Expression
rxnprod	REACT15363	species159450	1	1	Gene Expression
rxnprod	REACT15363	species159448	1	1	Gene Expression
rxnprod	REACT15363	species379753	1	1	Gene Expression
inrxn	REACT3909	REACT1664	1	1	Gene Expression
inrxn	species72393	REACT1664	1	1	Gene Expression
rxnprod	REACT1664	REACT4168	1	1	Gene Expression
modrxn	REACT17609	REACT15471	1	1	Gene Expression
inrxn	species113593	REACT15471	1	1	Gene Expression
inrxn	species379770	REACT15471	1	1	Gene Expression
inrxn	species159549	REACT15471	1	1	Gene Expression
rxnprod	REACT15471	species159450	1	1	Gene Expression
rxnprod	REACT15471	species379781	1	1	Gene Expression
rxnprod	REACT15471	species159448	1	1	Gene Expression
inrxn	E9439	REACT12379	1	1	Gene Expression
inrxn	E10025	REACT12379	1	1	Gene Expression
inrxn	E5469	REACT12379	1	1	Gene Expression
inrxn	E29079	REACT12379	1	1	Gene Expression
inrxn	E9443	REACT12379	1	1	Gene Expression
inrxn	E10001	REACT12379	1	1	Gene Expression
inrxn	E892	REACT12379	1	1	Gene Expression
inrxn	E1024	REACT12379	1	1	Gene Expression
inrxn	E9862	REACT12379	1	1	Gene Expression
inrxn	E9440	REACT12379	1	1	Gene Expression
inrxn	E9282	REACT12379	1	1	Gene Expression
inrxn	species212391	REACT12379	1	1	Gene Expression
inrxn	E9968	REACT12379	1	1	Gene Expression
inrxn	E84246	REACT12379	1	1	Gene Expression
rxnprod	REACT12379	REACT13011	1	1	Gene Expression
inrxn	REACT2486	REACT3	1	1	Gene Expression
rxnprod	REACT3	species29372	1	1	Gene Expression
rxnprod	REACT3	REACT4537	1	1	Gene Expression
rxnprod	REACT3	REACT4697	1	1	Gene Expression
modrxn	E10914	REACT1162	1	1	Gene Expression
inrxn	species29358	REACT1162	1	1	Gene Expression
inrxn	REACT3092	REACT1162	1	1	Gene Expression
rxnprod	REACT1162	E8106	1	1	Gene Expression
rxnprod	REACT1162	REACT5827	1	1	Gene Expression
rxnprod	REACT1162	E10914	1	1	Gene Expression
rxnprod	REACT1162	REACT4530	1	1	Gene Expression
inrxn	REACT3897	REACT175	1	1	Gene Expression
inrxn	REACT2996	REACT175	1	1	Gene Expression
rxnprod	REACT175	REACT3553	1	1	Gene Expression
modrxn	REACT20841	REACT20588	1	1	Gene Expression
inrxn	species29356	REACT20588	1	1	Gene Expression
inrxn	species429974	REACT20588	1	1	Gene Expression
rxnprod	REACT20588	species429926	1	1	Gene Expression
rxnprod	REACT20588	species109402	1	1	Gene Expression
rxnprod	REACT20588	species109395	1	1	Gene Expression
rxnprod	REACT20588	species113578	1	1	Gene Expression
rxnprod	REACT20588	species76577	1	1	Gene Expression
inrxn	REACT5658	REACT802	1	1	Gene Expression
inrxn	REACT2797	REACT802	1	1	Gene Expression
rxnprod	REACT802	REACT4417	1	1	Gene Expression
inrxn	REACT2629	REACT940	1	1	Gene Expression
rxnprod	REACT940	E23521	1	1	Gene Expression
rxnprod	REACT940	REACT4690	1	1	Gene Expression
modrxn	species379565	REACT15462	1	1	Gene Expression
inrxn	species113593	REACT15462	1	1	Gene Expression
inrxn	species379760	REACT15462	1	1	Gene Expression
inrxn	species379701	REACT15462	1	1	Gene Expression
rxnprod	REACT15462	species159450	1	1	Gene Expression
rxnprod	REACT15462	species159448	1	1	Gene Expression
rxnprod	REACT15462	species379789	1	1	Gene Expression
inrxn	species30595	REACT981	1	1	Gene Expression
inrxn	REACT2737	REACT981	1	1	Gene Expression
inrxn	REACT4417	REACT981	1	1	Gene Expression
rxnprod	REACT981	species30595	1	1	Gene Expression
rxnprod	REACT981	REACT4575	1	1	Gene Expression
modrxn	species379635	REACT15357	1	1	Gene Expression
inrxn	species113593	REACT15357	1	1	Gene Expression
inrxn	species379788	REACT15357	1	1	Gene Expression
inrxn	species113580	REACT15357	1	1	Gene Expression
rxnprod	REACT15357	species159450	1	1	Gene Expression
rxnprod	REACT15357	species159448	1	1	Gene Expression
rxnprod	REACT15357	species379773	1	1	Gene Expression
modrxn	species379590	REACT15330	1	1	Gene Expression
inrxn	species113593	REACT15330	1	1	Gene Expression
inrxn	species379791	REACT15330	1	1	Gene Expression
inrxn	species379706	REACT15330	1	1	Gene Expression
rxnprod	REACT15330	species159450	1	1	Gene Expression
rxnprod	REACT15330	species159448	1	1	Gene Expression
rxnprod	REACT15330	species379779	1	1	Gene Expression
modrxn	E25973	REACT15310	1	1	Gene Expression
inrxn	species113593	REACT15310	1	1	Gene Expression
inrxn	species379775	REACT15310	1	1	Gene Expression
inrxn	species379717	REACT15310	1	1	Gene Expression
rxnprod	REACT15310	species159450	1	1	Gene Expression
rxnprod	REACT15310	species159448	1	1	Gene Expression
rxnprod	REACT15310	species379745	1	1	Gene Expression
modrxn	E57176	REACT15429	1	1	Gene Expression
inrxn	species113593	REACT15429	1	1	Gene Expression
inrxn	species379735	REACT15429	1	1	Gene Expression
inrxn	species113540	REACT15429	1	1	Gene Expression
rxnprod	REACT15429	species159450	1	1	Gene Expression
rxnprod	REACT15429	species159448	1	1	Gene Expression
rxnprod	REACT15429	species379782	1	1	Gene Expression
inrxn	species72617	REACT1060	1	1	Gene Expression
inrxn	E1983	REACT1060	1	1	Gene Expression
inrxn	REACT5152	REACT1060	1	1	Gene Expression
rxnprod	REACT1060	E7458	1	1	Gene Expression
rxnprod	REACT1060	E1981	1	1	Gene Expression
rxnprod	REACT1060	E1977	1	1	Gene Expression
rxnprod	REACT1060	E1975	1	1	Gene Expression
rxnprod	REACT1060	REACT5786	1	1	Gene Expression
rxnprod	REACT1060	E1964	1	1	Gene Expression
rxnprod	REACT1060	REACT4891	1	1	Gene Expression
rxnprod	REACT1060	E1983	1	1	Gene Expression
rxnprod	REACT1060	species29372	1	1	Gene Expression
rxnprod	REACT1060	REACT2996	1	1	Gene Expression
rxnprod	REACT1060	REACT3073	1	1	Gene Expression
inrxn	E10073	REACT9946	1	1	Gene Expression
inrxn	REACT10845	REACT9946	1	1	Gene Expression
rxnprod	REACT9946	REACT10792	1	1	Gene Expression
inrxn	REACT3267	REACT1595	1	1	Gene Expression
inrxn	species156829	REACT1595	1	1	Gene Expression
rxnprod	REACT1595	REACT5151	1	1	Gene Expression
inrxn	REACT3978	REACT237	1	1	Gene Expression
rxnprod	REACT237	E1978	1	1	Gene Expression
rxnprod	REACT237	E1977	1	1	Gene Expression
inrxn	species2186609	REACT121142	1	1	Gene Expression
inrxn	E3065	REACT121142	1	1	Gene Expression
inrxn	REACT7382	REACT121142	1	1	Gene Expression
rxnprod	REACT121142	REACT124044	1	1	Gene Expression
modrxn	species72617	REACT1516	1	1	Gene Expression
inrxn	species113592	REACT1516	1	1	Gene Expression
inrxn	REACT4439	REACT1516	1	1	Gene Expression
rxnprod	REACT1516	species29372	1	1	Gene Expression
rxnprod	REACT1516	species29370	1	1	Gene Expression
rxnprod	REACT1516	REACT5152	1	1	Gene Expression
modrxn	E10352	REACT15343	1	1	Gene Expression
inrxn	species113593	REACT15343	1	1	Gene Expression
inrxn	species379774	REACT15343	1	1	Gene Expression
inrxn	species379709	REACT15343	1	1	Gene Expression
rxnprod	REACT15343	species159450	1	1	Gene Expression
rxnprod	REACT15343	species159448	1	1	Gene Expression
rxnprod	REACT15343	species379759	1	1	Gene Expression
inrxn	E26986	REACT1515	1	1	Gene Expression
inrxn	E1964	REACT1515	1	1	Gene Expression
inrxn	REACT2288	REACT1515	1	1	Gene Expression
inrxn	REACT3677	REACT1515	1	1	Gene Expression
rxnprod	REACT1515	E1964	1	1	Gene Expression
rxnprod	REACT1515	REACT3267	1	1	Gene Expression
inrxn	E1981	REACT441	1	1	Gene Expression
inrxn	E1977	REACT441	1	1	Gene Expression
inrxn	REACT5786	REACT441	1	1	Gene Expression
rxnprod	REACT441	REACT4441	1	1	Gene Expression
modrxn	REACT3152	REACT180	1	1	Gene Expression
inrxn	species29358	REACT180	1	1	Gene Expression
inrxn	REACT4561	REACT180	1	1	Gene Expression
rxnprod	REACT180	REACT3329	1	1	Gene Expression
modrxn	species49459	REACT869	1	1	Gene Expression
inrxn	species113518	REACT869	1	1	Gene Expression
inrxn	REACT2389	REACT869	1	1	Gene Expression
rxnprod	REACT869	species76230	1	1	Gene Expression
rxnprod	REACT869	REACT5264	1	1	Gene Expression
modrxn	E124454	REACT15505	1	1	Gene Expression
inrxn	species113593	REACT15505	1	1	Gene Expression
inrxn	species379754	REACT15505	1	1	Gene Expression
inrxn	species113552	REACT15505	1	1	Gene Expression
rxnprod	REACT15505	species159450	1	1	Gene Expression
rxnprod	REACT15505	species159448	1	1	Gene Expression
rxnprod	REACT15505	species379744	1	1	Gene Expression
inrxn	REACT3493	REACT918	1	1	Gene Expression
inrxn	REACT4441	REACT918	1	1	Gene Expression
rxnprod	REACT918	REACT4731	1	1	Gene Expression
inrxn	E7343	REACT2084	1	1	Gene Expression
inrxn	species73682	REACT2084	1	1	Gene Expression
rxnprod	REACT2084	REACT4561	1	1	Gene Expression
modrxn	REACT3236	REACT1720	1	1	Gene Expression
inrxn	REACT3243	REACT1720	1	1	Gene Expression
rxnprod	REACT1720	REACT3634	1	1	Gene Expression
modrxn	REACT21052	REACT20662	1	1	Gene Expression
inrxn	species29356	REACT20662	1	1	Gene Expression
inrxn	REACT20682	REACT20662	1	1	Gene Expression
rxnprod	REACT20662	species429842	1	1	Gene Expression
rxnprod	REACT20662	E1981	1	1	Gene Expression
rxnprod	REACT20662	E1977	1	1	Gene Expression
rxnprod	REACT20662	E1975	1	1	Gene Expression
rxnprod	REACT20662	E10605	1	1	Gene Expression
rxnprod	REACT20662	E26986	1	1	Gene Expression
rxnprod	REACT20662	species429974	1	1	Gene Expression
rxnprod	REACT20662	species76577	1	1	Gene Expression
inrxn	REACT3634	REACT1877	1	1	Gene Expression
inrxn	E5094	REACT1877	1	1	Gene Expression
inrxn	E5093	REACT1877	1	1	Gene Expression
inrxn	E3192	REACT1877	1	1	Gene Expression
inrxn	E10236	REACT1877	1	1	Gene Expression
inrxn	E4670	REACT1877	1	1	Gene Expression
inrxn	E3191	REACT1877	1	1	Gene Expression
inrxn	E3190	REACT1877	1	1	Gene Expression
inrxn	E5725	REACT1877	1	1	Gene Expression
inrxn	E3188	REACT1877	1	1	Gene Expression
inrxn	E3187	REACT1877	1	1	Gene Expression
inrxn	E27316	REACT1877	1	1	Gene Expression
inrxn	E3185	REACT1877	1	1	Gene Expression
inrxn	E3184	REACT1877	1	1	Gene Expression
inrxn	E3183	REACT1877	1	1	Gene Expression
inrxn	E220988	REACT1877	1	1	Gene Expression
inrxn	E3181	REACT1877	1	1	Gene Expression
inrxn	E3178	REACT1877	1	1	Gene Expression
inrxn	E10949	REACT1877	1	1	Gene Expression
rxnprod	REACT1877	REACT2736	1	1	Gene Expression
modrxn	REACT18046	REACT15351	1	1	Gene Expression
inrxn	species113593	REACT15351	1	1	Gene Expression
inrxn	species379756	REACT15351	1	1	Gene Expression
inrxn	species379710	REACT15351	1	1	Gene Expression
rxnprod	REACT15351	species159450	1	1	Gene Expression
rxnprod	REACT15351	species159448	1	1	Gene Expression
rxnprod	REACT15351	species379755	1	1	Gene Expression
inrxn	species350078	REACT14814	1	1	Gene Expression
inrxn	species212328	REACT14814	1	1	Gene Expression
inrxn	species212438	REACT14814	1	1	Gene Expression
inrxn	species212357	REACT14814	1	1	Gene Expression
inrxn	species212420	REACT14814	1	1	Gene Expression
inrxn	E3516	REACT14814	1	1	Gene Expression
rxnprod	REACT14814	REACT14859	1	1	Gene Expression
inrxn	E9441	REACT12480	1	1	Gene Expression
inrxn	E112950	REACT12480	1	1	Gene Expression
inrxn	E9439	REACT12480	1	1	Gene Expression
inrxn	E10025	REACT12480	1	1	Gene Expression
inrxn	E51586	REACT12480	1	1	Gene Expression
inrxn	E5469	REACT12480	1	1	Gene Expression
inrxn	E29079	REACT12480	1	1	Gene Expression
inrxn	E81857	REACT12480	1	1	Gene Expression
inrxn	E84246	REACT12480	1	1	Gene Expression
inrxn	E9443	REACT12480	1	1	Gene Expression
inrxn	E10001	REACT12480	1	1	Gene Expression
inrxn	E9862	REACT12480	1	1	Gene Expression
inrxn	E9440	REACT12480	1	1	Gene Expression
inrxn	E9282	REACT12480	1	1	Gene Expression
inrxn	species212391	REACT12480	1	1	Gene Expression
inrxn	E9968	REACT12480	1	1	Gene Expression
